98,IDEAPAD 3 15ALC6 82KU00VNTXA7,LENOVO,lenovo-ideapad-3-15alc6-82ku00vntxa7-r7-5700u-20gb-512gb-freedos-156inc,15.6,20GB,R7 5700U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty462/product/media/images/20220628/18/131331269/508452553/1/1_org_zoom.jpg
99,V14 G2 ALC 82KC0005TX02,LENOVO,lenovo-v14-g2-alc-82kc0005tx02-r3-5300u-8gb-256gb-freedos-14inc,14,8GB,R3 5300U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty307/product/media/images/20220125/18/35885105/370823902/1/1_org_zoom.jpg
100,IDEAPAD G3 82K100KDTX,LENOVO,lenovo-ideapad-g3-82k100kdtx-i7-11390h-16gb-512gb-freedos-156inc,15.6,16GB,I7 11390H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty525/product/media/images/20220910/10/171490919/562056574/1/1_org_zoom.jpg
101,THINKPAD X1 NANO G1 20UN002TTX,LENOVO,lenovo-thinkpad-x1-nano-g1-20un002ttx-i7-1160g7-16gb-512gb-w10p-13inc,13,16GB,I7 1160G7,512GB,W10P,https://cdn.dsmcdn.com/ty115/product/media/images/20210517/12/88985574/175007395/1/1_org_zoom.jpg
102,LEGION 5 82JM0013TX,LENOVO,lenovo-legion-5-82jm0013tx-i7-11800h-16gb-512gb-freedos-173inc,17.3,16GB,I7 11800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty485/product/media/images/20220719/14/145670720/524061565/1/1_org_zoom.jpg
103,V15 IIL 82C500R2TX,LENOVO,lenovo-v15-iil-82c500r2tx-i5-1035g1-4gb-512gb-freedos-156inc,15.6,4GB,I5 1035G1,512GB,FREEDOS,https://cdn.dsmcdn.com/ty38/product/media/images/20210322/0/74174810/119819284/1/1_org_zoom.jpg
104,IDEAPAD 3 15ALC6 82KU00VNTXA147,LENOVO,lenovo-ideapad-3-15alc6-82ku00vntxa147-r7-5700u-20gb-512gb-w11p-156inc,15.6,20GB,R7 5700U,512GB,W11P,https://cdn.dsmcdn.com/ty465/product/media/images/20220704/9/134772151/513126804/1/1_org_zoom.jpg
105,V15 G2 ALC 82KD004ATX,LENOVO,lenovo-v15-g2-alc-82kd004atx-r3-5300u-12gb-256gb-freedos-156inc,15.6,12GB,R3 5300U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty267/product/media/images/20211213/17/10146388/336759209/1/1_org_zoom.jpg
106,V14 G2 ITL 82KA0026TX,LENOVO,lenovo-v14-g2-itl-82ka0026tx-i5-1135g7-4gb-256gb-freedos-14inc,14,4GB,I5 1135G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty379/product/media/images/20220401/13/80356263/432963732/1/1_org_zoom.jpg
107,THINKPAD E15 G2 20TD004KTX,LENOVO,lenovo-thinkpad-e15-g2-20td004ktx-i7-1165g7-16gb-512gb-freedos-156inc,15.6,16GB,I7 1165G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty511/product/media/images/20220818/14/162339283/138345564/1/1_org_zoom.jpg
108,IDEAPAD 3 15ITL6 82H802F7TX,LENOVO,lenovo-ideapad-3-15itl6-82h802f7tx-i7-1165g7-8gb-512gb-freedos-156inc,15.6,8GB,I7 1165G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty465/product/media/images/20220701/11/133355139/511028440/1/1_org_zoom.jpg
109,SUMMIT E13 FLIP EVO A11MT-232TR,MSI,msi-summit-e13-flip-evo-a11mt-232tr-i7-1195g7-16gb-512gb-w10p-134inc,13.4,16GB,I7 1195G7,512GB,W10P,https://cdn.dsmcdn.com/ty569/product/media/images/20221017/14/195646030/356353975/1/1_org_zoom.jpg
110,TITAN GT77 12UHS-036TR,MSI,msi-titan-gt77-12uhs-036tr-i9-12900hx-64gb-2tb-w11-173inc,17.3,64GB,I9 12900HX,2TB,W11,https://cdn.dsmcdn.com/ty455/product/media/images/20220614/13/125537962/498608765/1/1_org_zoom.jpg
111,PULSE GL76 12UEK-247XTR,MSI,msi-pulse-gl76-12uek-247xtr-i7-12700h-16gb-1tb-freedos-173inc,17.3,16GB,I7 12700H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty384/product/media/images/20220405/15/83633348/437436441/1/1_org_zoom.jpg
112,TUF A15 FA507RM-HN052,ASUS,asus-tuf-a15-fa507rm-hn052-r7-6800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 6800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty544/product/media/images/20220929/19/181424220/583199997/1/1_org_zoom.jpg
113,ROG STRIX G15 G513RM-HF265,ASUS,asus-rog-strix-g15-g513rm-hf265-r7-6800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 6800H,512GB,FREEDOS,https://productimages.hepsiburada.net/s/230/1500/110000211864305.jpg
114,ROG STRIX G15 G513RM-HF266,ASUS,asus-rog-strix-g15-g513rm-hf266-r7-6800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 6800H,512GB,FREEDOS,https://productimages.hepsiburada.net/s/238/1500/110000221636161.jpg
115,ROG STRIX G15 G513RW-HF208,ASUS,asus-rog-strix-g15-g513rw-hf208-r7-6800h-16gb-1tb-freedos-156inc,15.6,16GB,R7 6800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty461/product/media/images/20220623/16/129271889/505509256/1/1_org_zoom.jpg
116,ROG STRIX G15 G513RW-HF206,ASUS,asus-rog-strix-g15-g513rw-hf206-r7-6800h-16gb-1tb-freedos-156inc,15.6,16GB,R7 6800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty454/product/media/images/20220615/19/125993174/500518976/1/1_org_zoom.jpg
117,TUF A15 FA507RM-HN096,ASUS,asus-tuf-a15-fa507rm-hn096-r7-6800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 6800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty458/product/media/images/20220617/16/126783528/501919587/1/1_org_zoom.jpg
118,D515DA-BQ9801,ASUS,asus-d515da-bq9801-r3-3250u-8gb-256gb-freedos-156inc,15.6,8GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty542/product/media/images/20220927/16/180345127/580972342/1/1_org_zoom.jpg
119,D515DA-BR114201,ASUS,asus-d515da-br114201-r3-3250u-8gb-256gb-freedos-156inc,15.6,8GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty279/product/media/images/20211229/18/18786513/347784804/1/1_org_zoom.jpg
120,D515DA-EJ1426,ASUS,asus-d515da-ej1426-r3-3250u-8gb-256gb-freedos-156inc,15.6,8GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty403/product/media/images/20220419/11/94230005/452590427/1/1_org_zoom.jpg
121,D515DA-BR125,ASUS,asus-d515da-br125-r3-3250u-4gb-256gb-freedos-156inc,15.6,4GB,R3 3250U,256GB,FREEDOS,https://productimages.hepsiburada.net/s/59/1500/110000000086985.jpg
122,D515DA-EJ819,ASUS,asus-d515da-ej819-r3-3250u-4gb-256gb-freedos-156inc,15.6,4GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty457/product/media/images/20220621/12/128354954/484684898/1/1_org_zoom.jpg
123,D515DA-BR408,ASUS,asus-d515da-br408-r3-3250u-4gb-256gb-freedos-156inc,15.6,4GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty205/product/media/images/20211020/15/152898015/269470580/1/1_org_zoom.jpg
124,ROG STRIX G15 G513IE-HN085,ASUS,asus-rog-strix-g15-g513ie-hn085-r7-4800h-16gb-1tb-freedos-156inc,15.6,16GB,R7 4800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty538/product/media/images/20220922/11/178394138/575211420/1/1_org_zoom.jpg
125,ROG STRIX G15 G513IC-HN096,ASUS,asus-rog-strix-g15-g513ic-hn096-r7-4800h-16gb-1tb-freedos-156inc,15.6,16GB,R7 4800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty517/product/media/images/20220826/15/166029863/496851979/1/1_org_zoom.jpg
126,ROG STRIX G15 G513IC-HN049,ASUS,asus-rog-strix-g15-g513ic-hn049-r7-4800h-16gb-1tb-freedos-156inc,15.6,16GB,R7 4800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty453/product/media/images/20220615/19/125990421/500514835/1/1_org_zoom.jpg
127,X509UA-EJ073,ASUS,asus-x509ua-ej073-i3-7020u-4gb-256gb-freedos-156inc,15.6,4GB,I3 7020U,256GB,FREEDOS,https://productimages.hepsiburada.net/s/153/500/110000109351190.jpg
128,TUF FX506LHB-HN348,ASUS,asus-tuf-fx506lhb-hn348-i5-10300h-8gb-512gb-freedos-156inc,15.6,8GB,I5 10300H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty532/product/media/images/20220915/11/175446404/548427705/1/1_org_zoom.jpg
129,TUF FX506LHB-HN345,ASUS,asus-tuf-fx506lhb-hn345-i5-10300h-8gb-512gb-freedos-156inc,15.6,8GB,I5 10300H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty550/product/media/images/20221003/13/184697766/587105427/1/1_org_zoom.jpg
130,TUF FX506LHB-HN323,ASUS,asus-tuf-fx506lhb-hn323-i5-10300h-8gb-512gb-freedos-156inc,15.6,8GB,I5 10300H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty455/product/media/images/20220615/20/126013729/500548198/4/4_org_zoom.jpg
131,TUF F15 FX506LHB-HN348,ASUS,asus-tuf-f15-fx506lhb-hn348-i5-10300h-8gb-512gb-freedos-156inc,15.6,8GB,I5 10300H,512GB,FREEDOS,https://productimages.hepsiburada.net/s/274/1500/110000259769021.jpg
132,X515EA-BR2026A,ASUS,asus-x515ea-br2026a-i5-1135g7-8gb-256gb-freedos-156inc,15.6,8GB,I5 1135G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty526/product/media/images/20220909/10/171173790/561701573/1/1_org_zoom.jpg
133,X415EA-EB976,ASUS,asus-x415ea-eb976-i5-1135g7-8gb-256gb-freedos-14inc,14,8GB,I5 1135G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty454/product/media/images/20220615/13/125839491/500309917/1/1_org_zoom.jpg
134,VIVOBOOK 15 K513EP L157602,ASUS,asus-vivobook-15-k513ep-l157602-i5-1135g7-16gb-512gb-freedos-156inc,15.6,16GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty516/product/media/images/20220824/16/165098279/551543513/1/1_org_zoom.jpg
135,VIVOBOOK K513EPA4-L1576A4,ASUS,asus-vivobook-k513epa4-l1576a4-i5-1135g7-16gb-512gb-freedos-156inc,15.6,16GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty527/product/media/images/20220908/13/170706007/561205442/1/1_org_zoom.jpg
136,X515EA-EJ122927,ASUS,asus-x515ea-ej122927-i5-1135g7-16gb-512gb-freedos-156inc,15.6,16GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty346/product/media/images/20220302/16/61340509/401502762/1/1_org_zoom.jpg
137,X515JA-EJ2112W,ASUS,asus-x515ja-ej2112w-i3-1005g1-4gb-256gb-w11-156inc,15.6,4GB,I3 1005G1,256GB,W11,https://cdn.dsmcdn.com/ty453/product/media/images/20220613/12/125240114/499387703/1/1_org_zoom.jpg
138,X515JA-EJ2137W,ASUS,asus-x515ja-ej2137w-i3-1005g1-4gb-256gb-w11-156inc,15.6,4GB,I3 1005G1,256GB,W11,https://cdn.dsmcdn.com/ty507/product/media/images/20220816/9/160655623/545011304/1/1_org_zoom.jpg
139,X509FA,ASUS,asus-x509fa-i5-10210u-8gb-256gb-w10-156inc,15.6,8GB,I5 10210U,256GB,W10,https://cdn.dsmcdn.com/ty353/product/media/images/20220308/11/64842834/407952317/1/1_org_zoom.jpg
140,X515FA-EJ053T,ASUS,asus-x515fa-ej053t-i5-10210u-8gb-256gb-w10-156inc,15.6,8GB,I5 10210U,256GB,W10,https://cdn.dsmcdn.com/ty292/product/media/images/20220111/14/24965825/356386402/1/1_org_zoom.jpg
141,X509FA-EJ1072T,ASUS,asus-x509fa-ej1072t-i5-10210u-8gb-256gb-w10-156inc,15.6,8GB,I5 10210U,256GB,W10,https://cdn.dsmcdn.com/ty211/product/media/images/20211026/14/156626727/275319830/1/1_org_zoom.jpg
142,X515EA-BQ511W,ASUS,asus-x515ea-bq511w-i5-1135g7-8gb-512gb-w11-156inc,15.6,8GB,I5 1135G7,512GB,W11,https://cdn.dsmcdn.com/ty537/product/media/images/20220920/18/177522942/574097902/1/1_org_zoom.jpg
143,X515EA-BQ1185W,ASUS,asus-x515ea-bq1185w-i5-1135g7-8gb-512gb-w11-156inc,15.6,8GB,I5 1135G7,512GB,W11,https://cdn.dsmcdn.com/ty527/product/media/images/20220908/17/170860052/561348139/1/1_org_zoom.jpg
144,VIVOBOOK 15,ASUS,asus-vivobook-15-i5-1135g7-8gb-512gb-w11-156inc,15.6,8GB,I5 1135G7,512GB,W11,https://cdn.dsmcdn.com/ty520/product/media/images/20220901/17/168245306/557115517/1/1_org_zoom.jpg
145,ROG STRIX G15 G513IE-HN065,ASUS,asus-rog-strix-g15-g513ie-hn065-r7-4800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 4800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty508/product/media/images/20220815/12/160086270/544325640/1/1_org_zoom.jpg
146,ROG STRIX G513IE-HN065A8,ASUS,asus-rog-strix-g513ie-hn065a8-r7-4800h-32gb-1tb-freedos-156inc,15.6,32GB,R7 4800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty540/product/media/images/20220926/22/180132613/579638427/1/1_org_zoom.jpg
147,ROG STRIX G513IE-HN065 HN06503,ASUS,asus-rog-strix-g513ie-hn065-hn06503-r7-4800h-32gb-1tb-freedos-156inc,15.6,32GB,R7 4800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty485/product/media/images/20220720/14/146750934/524554589/1/1_org_zoom.jpg
148,TUF FA507RM-HN052A5,ASUS,asus-tuf-fa507rm-hn052a5-r7-6800h-32gb-1tb-freedos-156inc,15.6,32GB,R7 6800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty534/product/media/images/20220919/11/176881867/561850268/1/1_org_zoom.jpg
149,X409FA-BV653,ASUS,asus-x409fa-bv653-i7-8565u-8gb-512gb-freedos-14inc,14,8GB,I7 8565U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty289/product/media/images/20220108/23/23531642/354082309/1/1_org_zoom.jpg
150,D515DA-BQ9802,ASUS,asus-d515da-bq9802-r3-3250u-12gb-256gb-freedos-156inc,15.6,12GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty542/product/media/images/20220927/15/180325458/580916225/1/1_org_zoom.jpg
151,D515DA-BR114203,ASUS,asus-d515da-br114203-r3-3250u-12gb-256gb-freedos-156inc,15.6,12GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty279/product/media/images/20211229/18/18784902/347783605/1/1_org_zoom.jpg
152,VIVOBOOK K3400PH-KM370,ASUS,asus-vivobook-k3400ph-km370-i5-11300h-16gb-512gb-freedos-14inc,14,16GB,I5 11300H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty440/product/media/images/20220527/13/116799964/488409227/1/1_org_zoom.jpg
153,TUF FA507RM-HN052A6,ASUS,asus-tuf-fa507rm-hn052a6-r7-6800h-32gb-2tb-freedos-156inc,15.6,32GB,R7 6800H,2TB,FREEDOS,https://cdn.dsmcdn.com/ty535/product/media/images/20220919/11/176881961/561850012/1/1_org_zoom.jpg
154,D515DA BR028T,ASUS,asus-d515da-br028t-r3-3250u-4gb-256gb-w10-156inc,15.6,4GB,R3 3250U,256GB,W10,https://cdn.dsmcdn.com/ty171/product/media/images/20210908/12/127634644/239046974/1/1_org_zoom.jpg
155,ROG ZEPHYRUS G14 GA401QC-BM207,ASUS,asus-rog-zephyrus-g14-ga401qc-bm207-r7-5800hs-8gb-1tb-freedos-14inc,14,8GB,R7 5800HS,1TB,FREEDOS,https://cdn.dsmcdn.com/ty557/product/media/images/20221008/11/189190258/389640110/1/1_org_zoom.jpg
156,VIVOBOOK 15 M1502,ASUS,asus-vivobook-15-m1502-r5-4600h-8gb-256gb-w11-156inc,15.6,8GB,R5 4600H,256GB,W11,https://cdn.dsmcdn.com/ty536/product/media/images/20220915/18/175610230/569886180/1/1_org_zoom.jpg
157,X515JF,ASUS,asus-x515jf-i5-1035g1-8gb-512gb-w10-156inc,15.6,8GB,I5 1035G1,512GB,W10,https://cdn.dsmcdn.com/ty537/product/media/images/20220920/19/177543852/574138700/1/1_org_zoom.jpg
158,X409FA-BV659,ASUS,asus-x409fa-bv659-i7-8565u-8gb-512gb-freedos-14inc,14,8GB,I7 8565U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty252/product/media/images/20211125/14/111733741/321976667/1/1_org_zoom.jpg
159,TUF A15 FA506ICB-HN178,ASUS,asus-tuf-a15-fa506icb-hn178-r5-4600h-8gb-512gb-freedos-156inc,15.6,8GB,R5 4600H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty537/product/media/images/20220922/11/178387520/575200618/1/1_org_zoom.jpg
160,ROG STRIX SCAR 17 G733ZS-KH011,ASUS,asus-rog-strix-scar-17-g733zs-kh011-i9-12900h-16gb-1tb-freedos-173inc,17.3,16GB,I9 12900H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty531/product/media/images/20220913/9/174751960/568541892/1/1_org_zoom.jpg
161,ROG STRIX G17 G713RS-KH004,ASUS,asus-rog-strix-g17-g713rs-kh004-r9-6900hx-16gb-1tb-freedos-173inc,17.3,16GB,R9 6900HX,1TB,FREEDOS,https://cdn.dsmcdn.com/ty318/product/media/images/20220202/19/42230449/378832789/1/1_org_zoom.jpg
162,ROG STRIX G17 G713RS-KH010,ASUS,asus-rog-strix-g17-g713rs-kh010-r9-6900hx-16gb-1tb-freedos-173inc,17.3,16GB,R9 6900HX,1TB,FREEDOS,https://cdn.dsmcdn.com/ty461/product/media/images/20220625/12/129755255/506354860/1/1_org_zoom.jpg
163,X515JF-EJ354Z13,ASUS,asus-x515jf-ej354z13-i5-1035g1-16gb-512gb-freedos-156inc,15.6,16GB,I5 1035G1,512GB,FREEDOS,https://productimages.hepsiburada.net/s/211/500/110000188360666.jpg
164,VIVOBOOK X571LI-BQ377A3,ASUS,asus-vivobook-x571li-bq377a3-i7-10870h-16gb-512gb-freedos-156inc,15.6,16GB,I7 10870H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty526/product/media/images/20220909/16/171281390/561849567/1/1_org_zoom.jpg
165,ZENBOOK 14 UM3402,ASUS,asus-zenbook-14-um3402-r5-5625u-16gb-512gb-w11-14inc,14,16GB,R5 5625U,512GB,W11,https://cdn.dsmcdn.com/ty535/product/media/images/20220915/18/175615437/569887370/1/1_org_zoom.jpg
166,TUF FA507RM-HN052A32,ASUS,asus-tuf-fa507rm-hn052a32-r7-6800h-32gb-1tb-w11p-156inc,15.6,32GB,R7 6800H,1TB,W11P,https://cdn.dsmcdn.com/ty549/product/media/images/20221003/18/185041181/587590886/1/1_org_zoom.jpg
167,VIVOBOOK 15 K513EP L157624,ASUS,asus-vivobook-15-k513ep-l157624-i5-1135g7-40gb-2tb-w11p-156inc,15.6,40GB,I5 1135G7,2TB,W11P,https://cdn.dsmcdn.com/ty517/product/media/images/20220824/15/165064752/551500711/1/1_org_zoom.jpg
168,X515FA-BR039,ASUS,asus-x515fa-br039-i3-10110u-4gb-256gb-freedos-156inc,15.6,4GB,I3 10110U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty536/product/media/images/20220916/11/175949405/570319891/1/1_org_zoom.jpg
169,X509FA-BR951T,ASUS,asus-x509fa-br951t-i3-10110u-4gb-256gb-w10-156inc,15.6,4GB,I3 10110U,256GB,W10,https://cdn.dsmcdn.com/ty306/product/media/images/20220125/17/35859985/276835732/2/2_org_zoom.jpg
170,X515JA-EJ2119,ASUS,asus-x515ja-ej2119-i7-1065g7-8gb-256gb-freedos-156inc,15.6,8GB,I7 1065G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty517/product/media/images/20220827/15/166341607/554065576/1/1_org_zoom.jpg
171,X515JA-EJ2120A1,ASUS,asus-x515ja-ej2120a1-i7-1065g7-8gb-256gb-freedos-156inc,15.6,8GB,I7 1065G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty405/product/media/images/20220423/22/96755214/456442373/1/1_org_zoom.jpg
172,X515JA-BQ2070W,ASUS,asus-x515ja-bq2070w-i5-1035g1-8gb-512gb-w11-156inc,15.6,8GB,I5 1035G1,512GB,W11,https://cdn.dsmcdn.com/ty553/product/media/images/20221006/17/187720592/590723609/1/1_org_zoom.jpg
173,K513EP-L1576,ASUS,asus-k513ep-l1576-i5-1135g7-8gb-512gb-freedos-156inc,15.6,8GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty446/product/media/images/20220601/13/119306745/491727287/1/1_org_zoom.jpg
174,VIVOBOOK 15 X571LI-BQ377A3,ASUS,asus-vivobook-15-x571li-bq377a3-i7-10870h-16gb-1tb-freedos-156inc,15.6,16GB,I7 10870H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty499/product/media/images/20220808/10/156057946/537926105/1/1_org_zoom.jpg
175,ZENBOOK OLED UX325EA-KG654W,ASUS,asus-zenbook-oled-ux325ea-kg654w-i7-1165g7-16gb-1tb-w11-133inc,13.3,16GB,I7 1165G7,1TB,W11,https://cdn.dsmcdn.com/ty357/product/media/images/20220311/16/68046810/412811269/1/1_org_zoom.jpg
176,ZENBOOK 14X UX5401,ASUS,asus-zenbook-14x-ux5401-i7-1165g7-16gb-1tb-w11-14inc,14,16GB,I7 1165G7,1TB,W11,https://cdn.dsmcdn.com/ty531/product/media/images/20220913/8/174738984/568529637/1/1_org_zoom.jpg
177,ROG ZEPHYRUS G15 GA503RM-HQ124,ASUS,asus-rog-zephyrus-g15-ga503rm-hq124-r7-6800hs-16gb-1tb-freedos-156inc,15.6,16GB,R7 6800HS,1TB,FREEDOS,https://cdn.dsmcdn.com/ty454/product/media/images/20220613/13/125247376/499394701/1/1_org_zoom.jpg
178,ZENBOOK 14X UM5401,ASUS,asus-zenbook-14x-um5401-r9-5900hx-16gb-1tb-w11-14inc,14,16GB,R9 5900HX,1TB,W11,https://cdn.dsmcdn.com/ty538/product/media/images/20220920/18/177525692/574088986/1/1_org_zoom.jpg
179,X415EA-EB1360W02,ASUS,asus-x415ea-eb1360w02-i7-1165g7-16gb-512gb-w11-14inc,14,16GB,I7 1165G7,512GB,W11,https://cdn.dsmcdn.com/ty543/product/media/images/20220930/18/181893954/583869549/1/1_org_zoom.jpg
180,TUF A15 FA506IEB-HN066,ASUS,asus-tuf-a15-fa506ieb-hn066-r5-4600h-16gb-512gb-freedos-156inc,15.6,16GB,R5 4600H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty544/product/media/images/20220930/16/181849882/582534773/1/1_org_zoom.jpg
181,ZENBOOK 14 UM425,ASUS,asus-zenbook-14-um425-r5-5600h-16gb-512gb-w11-14inc,14,16GB,R5 5600H,512GB,W11,https://cdn.dsmcdn.com/ty537/product/media/images/20220920/18/177517612/574058156/1/1_org_zoom.jpg
182,X515EA-BQ1843T11,ASUS,asus-x515ea-bq1843t11-i5-1135g7-24gb-1tb-freedos-156inc,15.6,24GB,I5 1135G7,1TB,FREEDOS,https://cdn.dsmcdn.com/ty499/product/media/images/20220804/14/154593869/535666725/1/1_org_zoom.jpg
183,X515EA-BQ1186W08,ASUS,asus-x515ea-bq1186w08-i5-1135g7-24gb-1tb-w11-156inc,15.6,24GB,I5 1135G7,1TB,W11,https://cdn.dsmcdn.com/ty524/product/media/images/20220907/17/170291368/560657694/1/1_org_zoom.jpg
184,TUF A15 FA507RM-HN096 HN09614,ASUS,asus-tuf-a15-fa507rm-hn096-hn09614-r7-6800h-32gb-1tb-w11-156inc,15.6,32GB,R7 6800H,1TB,W11,https://cdn.dsmcdn.com/ty547/product/media/images/20221001/23/183499494/585873332/1/1_org_zoom.jpg
185,X515JA-EJ2138,ASUS,asus-x515ja-ej2138-i3-1005g1-4gb-256gb-freedos-156inc,15.6,4GB,I3 1005G1,256GB,FREEDOS,https://cdn.dsmcdn.com/ty521/product/media/images/20220901/11/167965052/556667263/1/1_org_zoom.jpg
186,X515FA-EJ116W,ASUS,asus-x515fa-ej116w-i3-10110u-4gb-256gb-w11-156inc,15.6,4GB,I3 10110U,256GB,W11,https://cdn.dsmcdn.com/ty522/product/media/images/20220906/0/169582508/559592474/1/1_org_zoom.jpg
187,X515JF-BR229T,ASUS,asus-x515jf-br229t-i5-1035g1u-4gb-256gb-w10-156inc,15.6,4GB,I5 1035G1U,256GB,W10,https://cdn.dsmcdn.com/ty431/product/media/images/20220512/15/109861805/477714244/1/1_org_zoom.jpg
188,D515DA-EJ1423W,ASUS,asus-d515da-ej1423w-r3-3250u-4gb-256gb-w11-156inc,15.6,4GB,R3 3250U,256GB,W11,https://cdn.dsmcdn.com/ty457/product/media/images/20220618/18/127622707/502965535/1/1_org_zoom.jpg
189,X515FA-EJ045,ASUS,asus-x515fa-ej045-i5-10210u-8gb-256gb-freedos-156inc,15.6,8GB,I5 10210U,256GB,FREEDOS,https://productimages.hepsiburada.net/s/186/1500/110000151195803.jpg
190,X415EA-EK977W,ASUS,asus-x415ea-ek977w-i5-11135g7-8gb-256gb-w11-14inc,14,8GB,I5 11135G7,256GB,W11,https://cdn.dsmcdn.com/ty313/product/media/images/20220128/20/38516735/374726119/1/1_org_zoom.jpg
191,X409FA-BV660,ASUS,asus-x409fa-bv660-i7-8565u-8gb-256gb-freedos-14inc,14,8GB,I7 8565U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty157/product/media/images/20210814/11/118483282/226920434/0/0_org_zoom.jpg
192,D415DA-EK713,ASUS,asus-d415da-ek713-r3-3250u-8gb-256gb-freedos-14inc,14,8GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty380/product/media/images/20220401/14/80382143/433007644/1/1_org_zoom.jpg
193,X515JA-BQ1827W,ASUS,asus-x515ja-bq1827w-i5-1035g1u-8gb-512gb-w11-156inc,15.6,8GB,I5 1035G1U,512GB,W11,https://cdn.dsmcdn.com/ty400/product/media/images/20220415/10/92357182/449963178/1/1_org_zoom.jpg
194,X571GTA44-HN1012A44,ASUS,asus-x571gta44-hn1012a44-i5-9300h-8gb-512gb-w10-156inc,15.6,8GB,I5 9300H,512GB,W10,https://cdn.dsmcdn.com/ty204/product/media/images/20211020/10/152688272/269189430/1/1_org_zoom.jpg
195,X515JA-EJ2120A36,ASUS,asus-x515ja-ej2120a36-i7-1065g7-8gb-512gb-w10-156inc,15.6,8GB,I7 1065G7,512GB,W10,https://productimages.hepsiburada.net/s/207/500/110000183608369.jpg
196,X409FA-EK036,ASUS,asus-x409fa-ek036-i7-8565u-8gb-512gb-w10p-14inc,14,8GB,I7 8565U,512GB,W10P,https://cdn.dsmcdn.com/ty311/product/media/images/20220126/19/36784901/372070541/1/1_org_zoom.jpg
197,NITRO 5 AN515-45 NH.QB9EY.003,ACER,acer-nitro-5-an515-45-nhqb9ey003-r5-5600h-8gb-512gb-freedos-156inc,15.6,8GB,R5 5600H,512GB,FREEDOS,https://productimages.hepsiburada.net/s/264/1500/110000248531338.jpg
198,ASPIRE 7 A715-42 NH.QBFEY.001,ACER,acer-aspire-7-a715-42-nhqbfey001-r5-5500u-8gb-256gb-freedos-156inc,15.6,8GB,R5 5500U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty159/product/media/images/20210819/11/120001282/229195386/1/1_org_zoom.jpg
